city_clean,city_listing_count
newberry vlg,1
newbold,1
newborn,25
newburg,134
newburg township,1
newburgh,273
newburgh heights,27
newbury,92
newbury park,265
newburyport,97
newcastle,503
newcomb,10
newcomerstown,79
newell,22
newell saint,1
newellton,5
newfane,37
newfield,80
newfields,3
newfolden,4
newfoundland,73
newhall,251
newhebron,6
newington,94
newkirk,25
newland,192
newman,73
newman grove,3
newman lake,48
newmanstown,19
newmarket,26
newnan,691
newport,1536
newport beach,477
newport city,17
newport coast,98
newport news,382
newportville,1
newry,17
newsoms,3
newton,1069
newton falls,66
newton grove,8
newton township,6
newtonville,5
newtown,335
newtown square,234
newville,46
ney,2
nezperce,6
nhn ator creek road,1
nhn birch avenue shelby,1
niagara,7
niagara c wi,5
niagara falls,539
niagara t wi,1
niangua,5
niantic,2
nibley,28
nicasio,11
nice,47
niceville,164
nicholasville,391
nicholls,11
nichols,65
nichols hills,101
nicholson,72
nicholville,1
nickelsville,6
nickerson,16
nicktown,2
nicodemus,1
nicolaus,7
nicollet,7
nicoma park,2
niederwald,3
nietert ln,1
nikiski north kenai,21
nikolaevsk,15
niland,3
nile township,1
niles,573
nilwood,2
nimitz,3
nimmons,1
nine mile falls,109
nine mile point,1
ninety six,84
nineveh,55
ninilchik,59
ninnekah,18
ninole,5
niobrara,2
niota,58
niotaze,3
nipomo,117
nippa,3
nipton,1
niskayuna,157
nisland,4
nissequogue,21
nisswa,82
nisula,1
nitro,38
niverville,3
niwot,28
nixa,288
nixon,16
nka cowlitz sprague river,1
nka cricket loop oldtown,2
nka outback ridge estates spirit lake,1
nna adams spirit lake,1
nna clark fork delta inlet shores unit clark fork,1
nna ledges dr sagle,1
nna long dr priest lake,1
nna martin bay loop unit sagle,1
nna northeast 3rd ave,1
no address issued,1
no city,34
no name,1
no sioux city,4
no street name,1
noble,194
nobleboro,9
noblesville,268
nobleton,7
nockamixon township,2
nocona,91
nodaway,3
noel,14
nogal,17
nogales,103
nokesville,86
nokomis,225
nola,2
nolanville,114
nolensville,40
nome,18
nondalton,1
none county,1
nooksack,10
noonan,1
nora springs,9
norborne,4
norcatur,2
norco,156
norcro,2
norcross,257
norden,1
nordheim,3
nordic way,1
nordland,11
nordman,2
norfolk,516
norfork,54
norlina,12
normal,309
normal heights,1
normalville,4
norman,1409
norman park,8
normandy,22
normandy beach,1
normandy park,38
normangee,25
normanna,2
normantown,5
norphlet,1
norridge,81
norridgewock,6
norris,13
norris city,7
norristown,385
north,42
north 27th saint,1
north a,2
north abington township,9
north adams,128
north alicia saint,1
north andover,171
north apollo,6
north arlington,30
north ashlar saint,1
north attleboro,194
north augusta,832
north aurora,152
north babylon,64
north baldwin,25
north baltimore,15
north bangor,8
north barrington,42
north bay village,186
north beach,53
north bellmore,56
north bend,251
north benton,9
north bergen,174
north berwick,7
north bethany,14
north bethesda,82
north bloomfield,9
north bonneville,20
north branch,152
north branch vlg,1
north branford,40
north brentwood,4
north brookfield,37
north brunswick,224
north brunswick township,12
north caldwell,35
north canaan,21
north canton,302
north cape may,53
north carrollton,3
north charleston,298
north chatham,16
north chesterfield,6
north chicago,62
north chili,18
north college hill,23
north collins,24
north cove,3
north creek,1
north d saint,1
north east,338
north eastham,6
north edwards,51
north elba,1
north english,17
north enid,6
north fairfield,7
north falmouth,31
north fond du lac,46
north fork,58
north fork township,1
north fort myers,649
north freedom,8
north front saint,1
north ft myers,1
north garden,33
north granville,1
north great river,1
north greenbush,109
north haledon,25
north hampton,15
north haven,134
north henderson,1
north hero,8
north highlands,273
north highway 95,1
north hills,193
north hollywood,431
north houston,6
north hudson,27
north huntingdon,1
north hutchinson island,3
north jackson,40
north java,4
north judson,21
north kansas city,17
north kingstown,235
north kingsville,14
north las vegas,393
north lauderdale,120
north lawrence,28
north lemmon,2
north lewisburg,8
north liberty,373
north lima,19
north lindell saint,1
north little rock,295
north logan,16
north manchester,14
north mankato,101
north massapequa,5
north matewan,1
north merrick,3
north miami,429
north miami beach,467
north middletown,31
north muskegon,11
north myers,1
north myrtle beach,727
north new hyde park,2
north newton,7
north norwich,15
north norwood saint,1
north null,1
north oaks,51
north of fairbanks,1
north ogden,59
north olmsted,74
north palm beach,169
north palm springs,1
north parkersburg,1
north patchogue,1
north pekin,6
north plainfield,106
north plains,62
north platte,116
north pole,128
north port,3432
north potomac,119
north powder,4
north prairie,17
north prince george,1
north providence,376
north randall,1
north reading,53
north redington beach,28
north redwood,2
north richland hills,528
north ridgeville,309
north riverside,11
north robinson,2
north roosevelt rd,1
north rose,9
north royalton,120
north saint paul,130
north salem,18
north salt lake,64
north san juan,15
north shore,12
north sioux city,5
north smithfield,101
north springfield,1
north stonington,43
north syracuse,98
north tazewell,14
north tonawanda,251
north topsail beach,243
north troy,2
north truro,25
north tustin,116
north utica,2
north valley stream,1
north venice,69
north vernon,55
north versailles,48
north wales,139
north walker saint,1
north washington,1
north webster,12
north whitehall township,37
north wildwood,117
north wilkesboro,134
north windham,1
north wolfe saint,1
north woodmere,15
north yarmouth,5
north zulch,28
northampton,200
northbend township,1
northborough,94
northbridge,86
northbrook,408
northeast,5
northeast 105th ave,1
northeast 3rd ave,1
northeast carry,1
northeast carry township,2
northeast central,1
northeast county road 1469,1
northern cambria,16
northern kentucky,23
northfield,340
northfield center,9
northfield township,11
northfield village,3
northfork,9
northglenn,113
northlake,214
northland,1
northmoor,1
northome,9
northport,673
northridge,357
northrop,1
northumberland,63
northvale,16
northville,40
northville township,31
northwest,2
northwest 147th ct,1
northwest 225th ave,1
northwest mallard ave,2
northwest tree top rd,1
northwood,72
northwoods,1
norton,255
norton hollow rd,1
norton shores,101
nortonville,4
norvell,19
norwalk,1151
norway,55
norwell,67
norwich,311
norwood,417
norwood park,7
norwood young america,36
not applicab,5
not assigned,1
notasulga,5
noti,10
notrees,3
nottawa,1
nottingham,116
nottingham park,1
notus,8
nova,8
novato,352
novelty,24
novesta township,1
novi,81
novice,1
novinger,9
nowata,63
nowthen,11
noxapater,5
noxen,6
noxon,15
nu mine,1
nuangola,4
nubieber,1
nucla,15
nuevo,48
nuevo lakeview,30
numa,2
nunda,9
nunica,31
nunn,68
nunnelly,24
nuremberg,7
nutley,137
nutrioso,26
nutter fort,11
ny,54
nyack,47
nyc,1
nye,12
nyssa,28
o brien,7
o fallon,69
o'brien,10
o'fallon,752
o'neals,2
o'neill,22
oacoma,7
oak beach,3
oak bluffs,68
oak brook,157
oak city,8
oak creek,259
oak forest,130
oak glen,14
oak grove,201
oak hall,1
oak harbor,370
oak hill,143
oak hills,213
oak island,367
oak lawn,332
oak leaf,7
oak park,505
oak park heights,21
oak point,73
oak ridge,475
oak ridge north,3
oak run,15
oak vale,4
oak view,29
oakboro,50
oakbrook terrace,18
oakdale,636
oakes,5
oakesdale,11
oakfield,42
oakford,2
oakham,14
oakhurst,177
oakland,3409
oakland city,4
oakland gardens,36
oakland park,319
oakland township,58
oakley,395
oaklyn,55
oakman,7
oakmont,48
oakpark,2
oakridge,67
oaks,7
oakton,201
oaktown,3
oakvale,1
oakview,1
oakville,54
oakwood,138
oakwood hills,16
oakwood merriam woods,1
oakwood rd,1
oakwood township,1
oakwood village,14
oark,9
oasis,1
oatman,8
oberlin,90
obetz,11
obion,6
oblong,10
obrien,25
obstruction island,3
ocala,4630
ocate,7
occidental,20
occoquan,10
ocean bay park,3
ocean beach,9
ocean breeze,1
ocean city,1015
ocean gate,11
ocean grove,34
ocean hill,1
ocean isle,3
ocean isle beach,513
ocean park,175
ocean pines,149
ocean ridge,30
ocean shores,563
ocean springs,424
ocean township,66
ocean view,489
oceana,4
oceano,46
oceanport,23
oceanside,1616
oceola township,22
ochelata,10
ocheyedan,4
ochlocknee,12
ochlockonee bay,16
ochopee,1
ocilla,12
ocklawaha,408
ocoee,251
oconomowoc,256
oconto,50
oconto falls,30
ocosta,3
ocotillo,9
ocotillo wells,2
ocqueoc,22
ocracoke,27
ocran,1
octavia,10
odd,4
odebolt,8
odell,11
odem,41
oden,20
odenton,279
odenville,272
odessa,1952
odin,4
odon,5
odonnell,2
odum,8
oelrichs,2
oelwein,43
of roan creek rd bulter,1
off east shore rd,1
off forest rd,1
off highway 330,1
off highway 519,1
off highway 55,1
off sugar maple rd,1
offerle,1
ogallala,34
ogden,345
ogden dunes,1
ogdensburg,131
ogema,29
ogemaw township,2
ogilvie,7
oglesby,73
oglethorpe,10
ogunquit,21
oh,2
oh 44035,1
ohatchee,32
ohio,9
ohio city,7
ohio township,4
ohiopyle,2
ohlman,1
oil city,85
oil springs,8
oil trough,1
oilton,7
oilville,2
ojai,140
ojibwa,13
ojo caliente,37
ojo feliz,2
ojo sarco,2
ok,2
okabena,1
okahumpka,11
okanogan,47
okarche,7
okatie,174
okauchee,10
okawville,16
okay,5
okc,1
okeechobee,626
okeene,5
okemah,79
okemos,154
okesa,1
oklahoma city,4594
oklawaha,1
oklee,4
okmulgee,130
okoboji,4
okolona,31
oktaha,11
ola,12
olalla,36
olancha,17
olanta,14
olar,8
olathe,771
olaton,3
olcott,4
old bethpage,19
old bridge,286
old bridge township,12
old brookville,16
old ccc rd,4
old chatham,8
old dominion,2
old field,4
old fields,21
old forge,105
old fort,91
old greenwich,11
old harbor,1
old hickory,57
old highlands,1
old highway 63,2
old laurel hill rd saint francisville,2
old lyme,59
old mill basin,7
old mill creek,2
old monroe,43
old ocean,2
old orchard beach,40
old river winfree,5
old san juan,10
old saybrook,38
old shasta,1
old state,1
old station,2
old tappan,30
old town,204
old ulm cascade rd,1
old westbury,47
oldenburg,1
oldfield,7
oldham,2
olds,1
oldsmar,207
oldtown,38
oldwick,1
olean,119
oleta,2
oley,18
olin,20
olive,8
olive branch,274
olive hill,55
olivebridge,30
olivehill,6
olivehurst,192
oliver,3
oliver springs,44
oliver township,4
oliverea,1
olivet,12
olivette,31
olivia,10
olla,4
ollie,2
olmito,11
olmitz,1
olmos park,3
olmstead,1
olmsted,1
olmsted falls,52
olmsted township,49
olmstedville,1
olney,204
olney springs,12
olpe,2
olsburg,3
olton,3
olustee,1
olympia,1065
olympia fields,34
olympian village,1
olympic valley,40
olyphant,36
oma,3
omaha,1357
omak,89
omar,4
omega,2
omena,1
omer,8
omro,100
on 4th ave,1
on 9th ave,1
on acorn ln,1
on brer fox rd,1
on brown rd,3
on buckshot rd,1
on chaney cove rd,1
on chippewa tr,1
on cth,17
on elmwood rd,2
on four mile dr,1
on fox run rd,2
on gary lake rd,1
on harding rd,1
on highway 139,4
on highway 52,1
on highway 8,4
on highway 86,1
on isabelle dr,1
on jamie lake dr unit,1
on kalata rd,3
on lake rd acres,2
on leach rd,1
on lee rd,2
on maple dr,1
on musser dr,1
on reagan ln,1
on rosalie ln unit,1
on sand cove pointe rd unit park falls,4
on sarah b ln,1
on sheltrow rd unit,3
on velvet lake rd,1
on wegner rd,1
on west ln,1
ona,21
onaga,4
onalaska,385
onamia,18
onancock,76
onarga,11
onawa,21
onaway,28
onchiota,1
oneida,240
oneill,19
onekama,45
onemo,9
oneonta,309
onia,2
onida,2
onley,15
only,3
ono,15
onondaga,10
onota township,3
onset,4
onslow,1
onsted,42
ontario,892
ontonagon,39
onyx,21
ookala,1
oolitic,3
oologah,56
ooltewah,269
oostburg,29
opa locka,58
opal,2
opdyke,4
opelika,322
opelousas,277
ophelia,29
ophir,4
opp,52
oppelo,3
oppenheim,10
oquawka,17
ora,1
oracle,138
oradell,6
oral,1
oran,10
orange,1261
orange beach,505
orange city,237
orange cove,11
orange grove,56
orange lake,4
orange park,743
orange springs,1
orange village,10
orangeburg,169
orangefield,2
orangevale,276
orangeville,28
oraville,1
orbisonia,5
orcas island,85
orchard,20
orchard beach,8
orchard city,2
orchard lake village,10
orchard park,182
orchard rd wonder lake,1
orcutt,1
ord,5
orderville,5
ordinary,1
ordot chalan pago,22
ordway,22
ore city,26
oreana,7
orefield,4
oregon,298
oregon city,415
oregon house,18
oregonia,4
oreland,20
orem,145
orford,5
orfordville,18
organ,4
orick,3
orient,47
oriental,249
orin,1
orinda,167
orion,95
oriska,2
oriskany,20
oriskany falls,10
orla,1
orland,113
orland hills,24
orland park,353
orlando,7187
orlandos way walsenburg,6
orleans,137
orlinda,15
orma,2
ormond beach,504
ormond by the sea,8
ormsby,1
orneville township,2
oro grande,38
oro valley,582
orocovis,14
orofino,57
orondo,39
orono,84
oronoco,13
oronogo,38
orosi,18
orovada,4
oroville,741
orr,35
orrick,5
orrington,8
orrstown,9
orrtanna,39
orrum,7
orrville,48
ortega mountain,8
orting,205
ortley beach,30
ortonville,30
ortonville vlg,1
orwell,49
orwigsburg,36
osage,40
osage beach,168
osage city,9
osakis,53
osawatomie,34
osborn,4
osborne,7
osbourne saint interlachen,1
osburn,10
oscar,3
osceola,256
osceola mills,21
osceola township,2
osco,1
oscoda,90
oscuro,1
osgood,9
oshkosh,651
oshtemo,3
oskaloosa,139
oslo,2
osmond,4
osprey,74
osseo,45
ossian,9
ossineke,10
ossining,48
ossipee,35
osteen,50
osterburg,3
osterville,63
ostrander,36
oswayo,1
oswegatchie,6
oswego,634
osyka,4
otay mesa,1
otego,61
otesgo,1
othello,104
otis,110
otis orchards,30
otisco,2
otisfield,6
otisville,25
otisville vlg,1
otley,4
otoe,1
otsego,267
otsego lake township,3
otselic,5
ottawa,334
ottawa hills,18
ottawa lake,24
otter,1
otter creek,4
otter lake,12
otter rock,26
otterbein,9
ottertail,24
otterville,24
otto,59
ottoman,1
ottoville,1
ottsville,19
ottumwa,207
otway,4
otwell,3
oueens,1
oulu,1
ouray,29
out nj,1
out of county,6
out of state,5
outing,8
outlook,10
outrigger ct willis,2
ovalo,30
ovando,3
ovapa,4
overbrook,23
overgaard,104
overland,37
overland park,742
overstreet,3
overton,82
ovett,8
ovid,45
oviedo,210
ovilla,34
owasco,6
owasso,398
owatonna,226
owego,51
owen,7
owendale,3
owens cross roads,104
owensboro,554
owensville,72
owenton,74
owings,67
owings mills,350
owingsville,23
owls head,4
owosso,135
oxbow,3
oxford,1471
oxford junction,4
oxford township,65
oxford vlg,12
oxley,1
oxnard,498
oxon hill,147
oyster bay,33
oyster bay cove,16
oyster creek,6
oysterville,9
ozark,369
ozark acres,4
ozawkie,16
ozona,22
ozone,11
ozone park,137
pa alli street,1
pa furnace,13
paauilo,5
pablo,2
pace,468
pacheco,29
pachuta,15
pacific,277
pacific beach,41
pacific city,49
pacific grove,83
pacific palisades,272
pacifica,194
packers rd,1
packwaukee,5
packwood,25
pacoima,133
pacolet,43
paddock lake,2
paden,9
paden city,11
paducah,397
paeonian springs,8
page,70
page township,1
pagedale,3
pageland,67
pagosa springs,318
pahala,9
pahoa,472
pahokee,18
pahrump,451
paia,20
paicines,17
paige,45
paincourtville,1
painesville,339
paint lick,13
paint river rd unit,4
paint rock,12
paint township,45
painted post,35
painter,23
paintsville,63
paisley,47
pala,12
palacios,256
palatine,565
palatine bridge,26
palatka,270
palco,6
palenville,8
palermo,31
palestine,155
palisade,57
palisades,23
palisades park,31
pall mall,14
palm,1
palm bay,4297
palm beach,284
palm beach gardens,494
palm beach shores,19
palm city,281
palm coast,1810
palm desert,1005
palm gardens,6
palm harbor,503
palm shores,1
palm springs,1110
palmdale,1098
palmer,245
palmer camp branch dr,1
palmer lake,7
palmer rd,1
palmer township,22
palmersville,4
palmerton,30
palmetto,497
palmetto bay,164
palmhurst,13
palms,3
palmview,51
palmyra,530
palo,8
palo alto,357
palo cedro,31
palo pinto,47
palo verde,14
palo verde mountains,1
palomar mountain,24
palos heights,77
palos hills,83
palos park,69
palos verdes estates,100
palos verdes peninsula,3
palouse,20
pampa,60
pamplico,25
pamplin,26
pana,27
panaca,7
panacea,36
panama,17
panama city,1394
panama city beach,1958
pandale,1
pandora,5
pangburn,28
panguitch,9
panguitch lake,2
panhandle,14
panola,5
panora,71
panorama city,156
panorama village,5
pansey,1
pantego,22
panton,5
paola,71
paoli,124
paonia,27
papaaloa,6
papaikou,15
papalote,1
papillion,179
papineau,2
par troy hills township,2
parachute,52
paradis,3
paradise,495
paradise point rd,1
paradise valley,301
paragon,13
paragonah,11
paragould,181
paramount,102
paramus,60
parchment,3
pardeeville,38
paris,774
paris crossing,3
parish,24
parishville,5
park city,1262
park falls,105
park forest,174
park hall,6
park hill,110
park hills,99
park hills heights,5
park layne,1
park rapids,125
park ridge,337
park river,14
park valley,3
park view,3
parkdale,1
parker,595
parker city,9
parker dam,6
parkerfield,2
parkers crossroads wildersville,1
parkers lake,6
parkers prairie,15
parkersburg,358
parkertown township,2
parkesburg,32
parkfield,2
parkhill,2
parkin,1
parkland,267
parkman,9
parks,20
parksley,36
parkston,6
parksville,24
parkton,76
parkville,351
parlier,10
parlin,4
parma,635
parma heights,119
parmelee,2
parmenter libby,3
parmenter libby dr,2
parnell,8
parolli road,1
paron,14
parowan,38
parrish,363
parrott,3
parrottsville,48
parryville,1
parshall,13
parsippany,1
parsippany troy hills,1
parsippany troy hills township,243
parsons,205
parsonsburg,23
parsonsfield,18
parthenon,11
partlow,37
partridge,3
parview ln miltona township,1
parview northeast miltona township,1
pasadena,1941
pasadena hills,4
pascagoula,127
pasco,310
paskenta,1
paso robles,259
pass christian,343
passadumkeag,6
passaic,82
patagonia,65
pataskala,110
patch grove,3
patchogue,141
pateros,27
paterson,436
pathfork,1
patillas,14
patoka,2
patrick,11
patrick county,1
patrick springs,18
patriot,21
patten,9
patterson,286
patterson heights,2
patterson rd,1
patterson township,1
pattison,21
patton,8
patton village,1
pattonsburg,5
pattonville,18
paul,6
paul smiths,4
paulden,140
paulding,15
paulina,6
pauline,11
paullina,13
pauls valley,55
paulsboro,61
pauma valley,21
paupack,14
pavilion,8
pavilion township,1
pavillion,5
pavo,9
paw paw,113
pawhuska,26
pawlet,7
pawleys island,350
